codigo_inep,nome_escola,codigo_ibge,latitude,longitude,tem_rampa,tem_banheiro_pcd,acesso_total
25033158,EMEIF MAE IAIA,2500106,-7.513369182,-37.63800206,True,True,True
25033204,ECI JOSE NOMINANDO,2500106,-7.516552932,-37.63704113,True,True,False
25033301,EMEF GUALTERINA ALENCAR VIDAL,2500106,-7.4751027,-37.6990299,False,False,False
25033352,EMEF JOSE BATISTA DIAS,2500106,-7.53291931,-37.68181085,False,False,False
25033395,EMEF MANOEL VICENTE LEITE,2500106,-7.3998051,-37.6680765,False,False,False
25033425,EMEF SEVERINO FIRMINO DE SANTANA,2500106,-7.492402,-37.5949749,True,False,True
25033433,EMEF INOCENCIO SALES,2500106,-7.491909012,-37.64558201,False,False,False
25033476,EMEF ANDRE ALVES DO NASCIMENTO,2500106,-7.5091818,-37.6803082,True,False,True
25033514,EMEF JOSE GOMES DE SALES,2500106,-7.4354702,-37.6551403,True,False,True
25033522,EMEF ANISIO BARBOSA DE SOUZA,2500106,-7.3852309,-37.6812613,False,False,False
25033549,EMEF AUGUSTO DOS ANJOS,2500106,-7.588269,-37.737226,True,False,True
25033557,EMEIF DELFINO JOSE DOS SANTOS,2500106,-7.4318906,-37.6283386,True,True,True
25033565,EMEF FRANCISCO ALVES DA SILVA,2500106,-7.559866874,-37.74248876,False,False,False
25033573,EMEF FRANCISCO LOPES DA SILVA,2500106,-7.4616479,-37.5769661,True,False,True
25033654,EMEF MANOEL GONCALVES DE MOURA,2500106,-7.523557859,-37.6690176,True,False,True
25033670,EMEF ANTONIO VIRGOLINO BATISTA,2500106,-7.51393225,-37.63787107,True,True,True
25104969,EMEIF MARIA DE LOURDES GUILHERME,2500106,-7.43182476,-37.69901654,True,False,True
25105515,EMEF JOAQUIM MINERVINO DE SOUSA,2500106,-7.482851,-37.6656537,False,False,True
25126989,CRECHE MARIA JOSE BARBOSA DE OLIVEIRA - DONA ZEZE,2500106,-7.5162411,-37.6345669,True,True,True
25178806,EMEF TIAGO DE OLIVEIRA LIMA,2500106,-7.499322065,-37.68701859,True,False,True
25023489,ECI EEM AGENOR MENDES PEDROSA,2500205,-7.097710907,-38.17083777,True,False,False
25023535,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL LIDIA CABRAL DE SOUSA,2500205,-7.09063148,-38.17081923,False,True,True
25023578,EMEF JOANA LACERDA LEITE,2500205,-7.093339,-38.17155,True,True,False
25023705,EMEF AMELIA ARANTES LEITE,2500205,-7.094628233,-38.16604878,True,True,False
25023772,EMEF DOZINHA BENTO,2500205,-7.09344103,-38.17127735,False,False,False
25128930,EMEIEF ADVOGADO HORACIO RAMALHO,2500205,-7.10338839,-38.2691514,True,True,False
25160800,CRECHE MUNICIPAL FRANCISCO CIRINO LOPES,2500205,-7.09458895,-38.16576672,True,True,True
25062573,CRECHE MARIA JUREMA DE PAIVA,2500304,-7.101393915,-35.63459901,True,False,False
25062581,CRECHE LIDIA MESQUITA RAMALHO,2500304,-7.05545177,-35.65097984,True,True,True
25062603,CRECHE MUNICIPAL MARIA DE LOURDES MESQUITA DE PAIVA,2500304,-7.042016667,-35.63532667,False,False,False
25062638,EEEFM PADRE HILDON BANDEIRA,2500304,-7.0418267,-35.6266626,True,True,True
25062670,EEEF DEMONSTRACAO ALAGOA GRANDE,2500304,-7.044546667,-35.62541833,False,False,False
25062727,EMEIF NOSSA SENHORA DE FATIMA,2500304,-6.999721,-35.62278,False,False,False
25062816,ECIT OSWALDO TRIGUEIRO DE ALBUQUERQUE MELO,2500304,-7.04448337,-35.62422582,False,False,False
25062832,SISTEMA DINAMICO DE ENSINO - CANTINHO DO SABER,2500304,-7.04339419,-35.62879647,True,True,True
25062956,EMEIF JOSE ROCHA DE OLIVEIRA,2500304,-7.072093333,-35.62367167,False,False,True
25062980,EMEIF MANOEL CARLOS DA SILVA,2500304,-7.068601667,-35.67756667,False,False,False
25062999,EMEIF NEMESIO REGIS,2500304,-7.13658833,-35.66948585,True,True,False
25063014,EMEIF SANTA VITORIA,2500304,-7.04268194,-35.67869316,True,False,True
25063049,EMEIF SAO JOAO,2500304,-7.10368898,-35.69957338,False,False,False
25063057,EMEIF SAO JOAO,2500304,-7.136835703,-35.6532977,False,False,False
25063065,EMEIF SEVERINO RAMALHO,2500304,-7.053434039,-35.6469154,True,True,False
25063073,EMEIF ALAYDE NOBREGA DE ALBUQUERQUE,2500304,-7.012421667,-35.58511,False,False,False
25063081,EMEIF ANNA ELISA SOBREIRA,2500304,-7.04275663,-35.63083547,True,True,False
25063111,EMEIF CANDIDO REGIS DE BRITO,2500304,-7.100904831,-35.63305884,True,False,True
25063120,EMEIF ENEAS CAVALCANTE,2500304,-7.04699,-35.63812667,True,True,False
25063154,EMEIF PROFESSOR JOSUE GOMES DA SILVEIRA,2500304,-7.03829032,-35.62933706,True,False,False
25063170,EMEIF NOSSA SENHORA DE FATIMA,2500304,-7.08625,-35.66254,False,False,False
25063189,EMEIF PROFESSOR GERALDO COSTA,2500304,-7.040797,-35.62274,True,True,True
25063197,EMEIF SEVERINO JULIAO,2500304,-7.08664332,-35.69551546,True,False,False
25063235,EMEIF INSTITUTO DESEMBARGADOR SEVERINO MONTENEGRO,2500304,-7.050501182,-35.62871454,True,True,True
25112236,EMEIF MARIA MENINA,2500304,-7.042493333,-35.51922667,True,True,True
25117130,EMEIF FIRMO SANTINO DA SILVA,2500304,-7.103644138,-35.69956199,True,False,False
25121251,EXTERNATO DOM PEDRO II,2500304,-7.03710171,-35.63213219,True,True,True
25123319,EMEF MANOEL BARBOSA DE LUCENA,2500304,-7.03779916,-35.63666361,True,True,True
25153609,EMEF ARACY NOBREGA MONTENEGRO,2500304,-6.992252148,-35.56443552,True,False,False
25063251,COLEGIO 7 DE SETEMBRO LTDA,2500403,-7.058605905,-35.76124836,True,False,False
25063278,EMEIEF PROFESSORA MARIA MADALENA DA SILVA OLIVEIRA,2500403,-7.060592051,-35.76133041,True,True,False
25063286,EMEIEF GONCALO TAVARES ROMERO,2500403,-7.066775205,-35.73142081,True,True,False
25063308,EMEIEF JULIETA BARACUY DA CUNHA,2500403,-7.060433484,-35.71898988,False,False,False
25063316,EMEIEF MANOEL MARTINS DE OLIVEIRA FILHO,2500403,-7.04483241,-35.82426503,True,True,True
25063340,ECIT MONSENHOR JOSE BORGES DE CARVALHO,2500403,-7.059106459,-35.76463133,True,True,True
25063421,EEEFM PROFESSOR CARDOSO,2500403,-7.0605813,-35.7573757,True,True,False
25063510,EMEIEF SANTA LUZIA,2500403,-7.065621365,-35.76495961,True,True,False
25063537,EMEIEF JOAO XXIII,2500403,-7.084310347,-35.81450756,True,True,False
25063545,EMEIEF PAULO ANTONIO GAIAO,2500403,-7.062020672,-35.76466142,True,True,False
25063553,EMEI E CRECHE PROFESSOR CLODOMIRO LEAL,2500403,-7.064700362,-35.76415931,False,True,True
25063561,EMEIEF FREI MARTINHO,2500403,-7.091581966,-35.75106761,True,True,False
25063570,EMEIEF DR JOAO TAVARES DE MELO CAVALCANTE FILHO,2500403,-7.094390454,-35.79438396,True,True,True
25063596,EMEIEF PADRE ABDIAS LEAL,2500403,-7.061142008,-35.75019994,True,True,True
25063618,EMEIEF SAO GERALDO,2500403,-7.0963715,-35.8113734,True,False,True
25063626,EMEIEF DR FERNANDO CUNHA LIMA,2500403,-7.060095788,-35.76322665,True,True,False
25063634,EMEIEF NOSSA SENHORA APARECIDA,2500403,-7.085164366,-35.73228623,True,True,False
25063650,EMEIEF SANTA ANA,2500403,-7.043929872,-35.79270863,True,False,False
25063669,EMEIEF SANTA ISABEL,2500403,-7.036566345,-35.8247555,False,False,False
25063693,EMEIEF SAO SEVERINO,2500403,-7.02572471,-35.71596579,True,False,False
25063731,EMEIEF DOM MOISES COELHO,2500403,-7.047288441,-35.71845191,True,False,False
25063766,EMEIEF JOAO XXIII,2500403,-7.079013809,-35.81745314,False,False,False
25063774,EMEIEF MAXIMO GONCALVES DE ARAUJO,2500403,-7.104207583,-35.73634312,True,False,False
25063790,EMEIEF PEDRO FELICIANO PESSOA,2500403,-7.053464158,-35.68943442,True,False,False
25063847,EMEIEF FRANCISCA MARIA DO CARMO,2500403,-7.069763436,-35.82589258,True,True,False
25063855,EMEIEF JOSE LUIZ CORREIA,2500403,-7.033250795,-35.78170436,False,False,False
25063871,EMEIEF FREI DAMIAO,2500403,-7.094062732,-35.76435277,True,True,False
25063880,EMEIEF JOAO MATIAS DE OLIVEIRA,2500403,-7.082735526,-35.76125905,True,True,False
25063928,EMEIEF BOM JESUS,2500403,-7.037725892,-35.76084108,False,False,False
25063944,EMEIEF JESUS DE NAZARE,2500403,-7.03873769,-35.70332378,True,True,False
25063952,EMEIEF DR AMELIO TAVARES,2500403,-7.081082519,-35.79570804,False,True,False
25063960,EMEIEF ESPIRITO SANTO,2500403,-7.036359074,-35.80374165,False,False,False
25063987,EMEIEF JOAO PAULO II,2500403,-7.079621488,-35.74442407,True,True,False
25063995,EMEIEF FRANCISCO JOSE RODRIGUES,2500403,-7.054655905,-35.80729161,False,False,False
25064002,EMEIEF SAO JOSE,2500403,-7.074139729,-35.81641699,False,False,False
25064010,EMEIEF MARIANA LIDIA DE ATAIDE,2500403,-7.07155881,-35.80033692,False,False,False
25114387,EMEIEF PROFESSORA MARIA LUIZA DE AQUINO,2500403,-7.065390336,-35.76674269,True,True,True
25122150,COLEGIO MUNICIPAL PROFESSORA VIOLETA COSTA DE SOUZA,2500403,-7.058023771,-35.76097362,True,True,True
25132245,CENTRAL DE MULTIPLAS APRENDIZAGENS,2500403,-7.05880731,-35.76321341,False,True,True
25066366,EDUCANDARIO ROSALINDA MONDINI,2500502,-6.95205316,-35.54705499,True,False,True
25066374,ECIT AGENOR CLEMENTE DOS SANTOS,2500502,-6.9448468,-35.5420333,False,False,False
25066420,ESC MUN ENS FUND CARLOS MARTINS BELTRAO,2500502,-6.9505881,-35.5464967,True,True,False
25066471,ESC MUL LIA BELTRAO,2500502,-6.9506726,-35.5467589,False,False,False
25066498,ESC MUL PROFESSOR NEU,2500502,-6.9511478,-35.5469452,True,True,False
25066501,ESCOLA MUNICIPAL SEVERINO FLAVIANO CAVALCANTE,2500502,-6.9507408,-35.5468517,True,True,True
25066536,ESC MUL JOAO EVARISTO GONDIM,2500502,-6.9507178,-35.5468555,False,False,False
25066587,GR MUL ANTONIO JACO,2500502,-6.950833333,-35.54683833,True,False,False
25066609,GR MUL JOSE BARBOSA DE LUCENA,2500502,-6.950575,-35.54667833,True,True,True
25107186,ESC MUL JASSON MARTINS,2500502,-6.950361667,-35.54609333,False,False,False
25109391,CRECHE MARIA JOSE BARBOSA DE LUCENA,2500502,-6.9506949,-35.5468137,True,True,False
25125192,ESCOLA MUNICIPAL PREFEITO RICARDO BELTRAO,2500502,-6.9508376,-35.5469423,True,True,False
25127888,CENTRO EDUCACIONAL EVANGELICO MISSIONARIO GUNNAR VINGREN,2500502,-6.9480226,-35.5478568,True,True,True
25253948,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSORA LIA BELTRAO,2500502,-6.9479515,-35.5443032,True,True,False
25051598,ECIT PROFESSORA MARIA CECILIA DE CASTRO,2500536,-7.74361457,-36.05895468,True,True,True
25052225,ESCOLA MUNICIPAL JOAO XXIII,2500536,-7.628765,-35.99936,False,False,False
25052292,ESCOLA MUN ENS FUND JOSE EUZEBIO DA COSTA,2500536,-7.742308,-36.06354,False,True,True
25052349,ESCOLA MUL CICERO FRANCISCO DO CARMO,2500536,-7.738872,-36.07575,True,True,False
25052365,ESCOLA MUN ENS FUND JOSE CLEMENTE,2500536,-7.690002,-35.99727,True,True,False
25052390,ESCOLA MUN DE ENS FUND MANOEL HERCULANO,2500536,-7.703558,-36.06451,True,True,False
25052446,CRECHE E PRE ESCOLA MANOEL JULIAO DE OLIVEIRA,2500536,-7.739549,-36.06265,True,True,False
25106627,ESCOLA MUNICIPAL TOMAZ FRANCISCO DE OLIVEIRA,2500536,-7.651357,-35.98822,False,False,False
25057782,CRECHE COMUNIT JOSE RENATO A DE FARIAS,2500577,-6.904283823,-36.00798313,True,True,True
25057898,EMEF MANOEL ANTONIO COELHO DE ANDRADE,2500577,-6.905352473,-36.00482399,True,True,False
25058258,EMEF MANOEL ANTONIO DOS SANTOS,2500577,-6.932250755,-36.0108266,False,False,False
25111930,EMEF HILDA LINS DOS SANTOS,2500577,-6.904361355,-36.00571523,True,False,True
25113917,EMEF JOSE SALVADOR DE BARROS,2500577,-6.868527588,-35.82302839,True,True,True
25129813,ESCOLA MUNICIPAL DO ENSINO FUNDAMENTAL PROFESSORA TEREZINHA ALVES DO NASCIMENTO,2500577,-6.904824874,-36.00424262,True,True,False
25100009,CRECHE ALAIDE PESSOA DA SILVEIRA,2500601,-7.43632509,-34.912106,True,True,False
25100033,ECIT RENATO RIBEIRO COUTINHO,2500601,-7.4370507,-34.910266,True,True,True
25100041,EEEFM BARAO DO ABIAI,2500601,-7.43371914,-34.91269063,True,True,True
25100076,EMEIEF ADAUTO FERREIRA DE PAULA,2500601,-7.42256596,-34.9090348,True,True,False
25100084,EMEIEF ALFREDO CIPRIANO FERREIRA DA SILVA,2500601,-7.365264658,-34.95007496,True,True,False
25100092,EMEIEF ALFREDO JOSE DE CARVALHO,2500601,-7.34960625,-34.94522813,True,True,False
25100106,EMEIEF ANIBAL EDMUNDO LUNDGREN,2500601,-7.43649,-34.912495,True,False,False
25100114,EMEIEF ANTENOR FERREIRA DA SILVA,2500601,-7.43649448,-34.91245281,True,False,False
25100122,EMEIEF CREUZA RAQUEL PEREIRA GENUARIO NUNES,2500601,-7.436343333,-34.90784667,True,True,False
25100130,EMEIEF BERNARDINA MARIA DA CONCEICAO,2500601,-7.45208744,-34.89472353,True,False,False
25100165,EMEIEF HERCULANO BANDEIRA LUNDGREN,2500601,-7.436393333,-34.912515,True,True,False
25100211,EMEIEF JOSE ALBINO PIMENTEL,2500601,-7.438178742,-34.89523787,True,False,False
25100238,EMEIEF JOSE FERNANDES BARBOSA,2500601,-7.441705,-34.91308667,True,True,False
25100254,EMEIEF MARIA CANDIDA ANDRADE TORRES,2500601,-7.43649,-34.91249333,True,False,False
25100262,EMEIEF OLIVIA CORREIA DA SILVA,2500601,-7.3990525,-34.91226265,True,False,False
25100270,EMEIEF SEVERINO VALENCO DA SILVA,2500601,-7.332100435,-34.89278499,True,True,False
25100360,EMEIEF PROF ZELIA CORREIA DO O,2500601,-7.4353,-34.91111667,True,True,False
25102519,EEEFM ANTONIO CAMELO,2500601,-7.349686667,-34.94822833,True,True,False
25124285,CRECHE MUNICIPAL JULIETA FRANCISCA DA SILVA,2500601,-7.436511667,-34.91249667,True,False,False
25127934,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOANA LOPES DA COSTA,2500601,-7.440324493,-34.9127305,True,False,False
25127942,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOSEFA AMBROZIO DOS SANTOS,2500601,-7.434894964,-34.91088353,True,True,False
25132261,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO FRANCISCO DE LIMA,2500601,-7.3532243,-34.9468791,True,True,True
25165801,INSTITUTO EDUCACIONAL FONTE DO JARDIM,2500601,-7.434525,-34.91139,True,True,True
25004832,EDUC NOSSA SENHORA DE FATIMA,2500700,-6.729815,-38.44893,False,True,True
25004875,EEEFM MINISTRO JOSE AMERICO DE ALMEIDA,2500700,-6.7249019,-38.4507369,True,True,False
25004883,ECIT CORONEL JACOB GUILHERME FRANTZ,2500700,-6.72840682,-38.44756861,True,False,False
25004948,EEEIEF DISTRITO DE UMARI,2500700,-6.841159,-38.38241,False,False,False
25004972,EMEF CONEGO MANOEL JACOME,2500700,-6.727146548,-38.44842763,False,False,False
25004999,EEEM DE BANDARRA,2500700,-6.58707195,-38.36727616,False,True,False
25005030,EMEF DE GRAVATA,2500700,-6.922843333,-38.41019667,False,False,False
25005227,EMEIEF JOSE GONCALVES DA SILVA,2500700,-6.72418573,-38.45545326,True,True,False
25005502,EMEIEF JACOB GUILHERME FRANTZ,2500700,-6.92500978,-38.39622387,True,False,False
25005634,EMEIEF AUREA ALMEIDA BRAGA,2500700,-6.881775,-38.37042,False,False,False
25005642,EMEIEF FRANCISCA HERMINA DE JESUS,2500700,-6.75307705,-38.39446011,False,False,True
25005758,EMEIEF JOSE LUIZ DE SOUZA,2500700,-6.80099774,-38.45601554,False,True,True
25005804,EMEIEF AMELIA SOARES DE MORAIS,2500700,-6.841009757,-38.38222107,True,True,False
25005855,EMEIEF JOSE RODRIGUES DA SILVA,2500700,-6.7581659,-38.43512746,True,False,False
25102621,EMEF PROF FRASSINETE BERNARDO,2500700,-6.729541667,-38.44918333,True,True,True
25114565,EMEIEF MARIA VIEIRA DE SOUSA,2500700,-6.599616813,-38.38012962,True,True,False
25114654,EMEIEF FREI ANTONIO JOSE,2500700,-6.881745597,-38.40304306,True,True,False
25117246,EPEIEF PROFESSOR LIRA,2500700,-6.7277188,-38.450495,True,False,False
25118439,EMEI PROFESSORA AURILIA BRECKENFELD DANTAS,2500700,-6.724482402,-38.45128485,True,True,False
25118447,EMEIEF DR JOSE DANTAS PINHEIRO,2500700,-6.72726,-38.446965,True,True,False
25122479,EEIF NOSSA SENHORA DA CONCEICAO,2500700,-6.7242757,-38.44652158,True,True,False
25122487,EMEIEF RAIMUNDO RODRIGUES DOS SANTOS,2500700,-6.670083,-38.49472,True,True,False
25122509,ESCOLA DE EDUC ESPECIAL DIOGO DOULAVINCE AMADOR,2500700,-6.726707515,-38.44781565,True,True,True
25128329,CRECHE MUNICIPAL ANTONIA CAVALCANTE ALEXANDRE BRECKENFELD,2500700,-6.7236378,-38.45792013,True,True,True
25049640,ECI DE AMPARO,2500734,-7.56722544,-37.06115964,True,False,False
25049852,ESCOLA M DE EDUCACAO BASICA ILDEFONSO ANSELMO DA SILVA,2500734,-7.56726,-37.0612517,True,True,True
25049941,EMEIEF MESSIAS DAS NEVES FEITOSA,2500734,-7.53647268,-37.04110374,False,False,False
25050168,ESCOLA INTEGRADA DE EDUCACAO DO CAMPO JUVENAL FERREIRA DE BRITO,2500734,-7.564062775,-37.03176117,True,True,True
25133926,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL TERTULINA MARIA DA NOBREGA,2500734,-7.56187147,-37.07036713,True,True,True
25018094,ECIT DOUTOR JOSE GADELHA,2500775,-6.7865188,-38.0856147,True,True,False
25018728,EMEF JOAQUIM HONORIO DE QUEIROGA,2500775,-6.746943213,-38.03226873,True,False,False
25018914,EMEF JORGE DELFINO DE LIMA,2500775,-6.862682828,-38.12452995,True,True,False
25019023,EMEF JOAO BATISTA DA SILVA,2500775,-6.685942719,-38.05441208,True,True,False
25019210,CRECHE ALEXANDRINA FERREIRA DE ARAUJO,2500775,-6.787106171,-38.07930152,True,True,True
25019392,EMEF DJALMA GOMES DE SA,2500775,-6.820671254,-38.01225839,True,False,False
25019406,EMEF JOAQUINA AMELIA DE SA,2500775,-6.787016557,-38.07964402,True,True,False
25019414,EMEF JOSE EMIDIO DE SOUSA,2500775,-6.819652816,-38.03056219,True,True,False
25019481,EMEF ANTONIO MEIRA DE SA,2500775,-6.784868666,-38.08469351,True,True,False
25019490,EMEF LILI QUEIROGA,2500775,-6.817151163,-38.08440716,True,True,False
25019678,EMEF NIVALDO GOMES DE SA,2500775,-6.797986454,-38.1199496,True,True,False
25120212,INSTITUTO EDUCACIONAL PAULO FREIRE,2500775,-6.7866151,-38.0849926,True,False,False
25241923,EMEF SEVERINA FERREIRA DE SOUSA,2500775,-6.791261126,-38.08523473,True,True,False
25066625,CREI MARIA VALENTINA DE AQUINO,2500809,-6.851159,-35.38268,True,False,True
25066668,EEEM RODRIGUES DE CARVALHO,2500809,-6.853955028,-35.37948756,False,False,False
25066676,ECI FRANCISCO PESSOA DE BRITO,2500809,-6.849918333,-35.37463333,True,True,True
25066692,EMEF ALICE DE ALMEIDA CARNEIRO,2500809,-6.850609,-35.38763,True,True,True
25066706,EMEF BOM JESUS,2500809,-6.781898,-35.37572,True,False,False
25066803,EMEF DR ORLANDO JORGE DE SOUZA,2500809,-6.84816,-35.35747,True,True,True
25066897,EMEF LUIZ BARBOSA,2500809,-6.810316,-35.372,True,True,True
25066900,EMEF MARGARIDA PESSOA COUTINHO,2500809,-6.849845,-35.37483,True,True,False
25066935,ESC MUN ENS FUND LUIZ PEREIRA DA SILVA,2500809,-6.836384,-35.32694,True,True,False
25067010,EMEF JOSE ROSAS DE VASCONCELOS,2500809,-6.787221,-35.35361,True,False,False
25109383,CREI TIA JULIA,2500809,-6.811632,-35.36666,False,False,False
25109650,EMEF AGRIPINO RIBEIRO FILHO,2500809,-6.850482,-35.38759,True,True,False
25117629,EDUCANDARIO SOSSEGO DA MAMAE,2500809,-6.85084901,-35.384645,True,True,False
25129830,EDUCANDARIO PEQUENO PRINCIPE,2500809,-6.85174069,-35.38132594,True,True,False
25054740,CRECHE MUNICIPAL PADRE LAMBERT DE GROOT,2500908,-6.83022766,-35.76179113,True,True,True
25054767,EEEFM E EJA ANESIO DEODONIO MORENO,2500908,-6.83151101,-35.76217239,True,True,True
25054783,ECI MONSENHOR JOSE PAULINO,2500908,-6.8340934,-35.7639117,False,False,False
25054830,EMEIF JOAO MARTINS DE LIMA,2500908,-6.86220943,-35.79988233,True,True,False
25054856,GR ESC MARIA DO CARMO ALVES DE MORAIS,2500908,-6.82557741,-35.76060405,True,True,True
25054864,ESCOLA MUNICIPAL EM TEMPO INTEGRAL DO ENSINO INFANTIL E FUNDAMENTAL MARIA DO CARMO CASTRO,2500908,-6.83872706,-35.76660131,True,True,False
25054872,EMEIF POLO DE ARACA,2500908,-6.842252375,-35.71759067,True,True,False
25054880,EMEIF SEVERINO ALVES DA SILVA,2500908,-6.824207311,-35.72983864,True,False,False
25054937,EMEIF JOAQUIM ALVES DA SILVA,2500908,-6.82811073,-35.75570442,True,True,False
25054945,EMEIF JOSE FERREIRA DE MELO,2500908,-6.85895987,-35.75715553,True,True,False
25054961,EMEIF MARIA JOSE DE ALBUQUERQUE,2500908,-6.82182412,-35.76207467,True,True,False
25054970,EMEIF OLINTO ONOFRE DE SOUZA,2500908,-6.85932178,-35.72163401,True,False,False
25066072,EMEIF BARRA DO SALGADO,2500908,-6.870740033,-35.68409272,True,False,False
25066277,EMEIF CONEGO TEODOMIRO QUEIROZ,2500908,-6.860998878,-35.69673238,True,False,False
25104110,INSTITUTO PARAISO DA INFANCIA,2500908,-6.834741393,-35.76453636,True,True,False
25112945,E M E F PROFª LUZIA LAUDELINO DA SILVA MEDEIROS,2500908,-6.8387598,-35.76671262,True,True,True
25129937,ESCOLA NOVA GERACAO,2500908,-6.82999199,-35.76048082,True,False,False
25130919,CRECHE MUNICIPAL SEVERINO PEREIRA DA SILVA,2500908,-6.84194182,-35.76853329,True,True,True
25000012,EMEF JOAO ALVES,2501005,-6.53155362,-35.73874371,True,False,True
25058924,CRECHE MUL JOSE CLAUDINO DE ARAUJO,2501005,-6.557653333,-35.78087833,True,False,True
25058932,CRECHE BENEDITA TARGINO MARANHAO,2501005,-6.543658264,-35.82028608,True,False,True
25058940,CRECHE MUNICIPAL PROFESSORA MARIA ILCAR FARIAS TARGINO,2501005,-6.531806085,-35.74045013,True,True,True
25058959,CRECHE NOEMIA DANTAS CARNEIRO,2501005,-6.523953333,-35.743445,True,False,True
25058975,ECIT BENJAMIN MARANHAO,2501005,-6.536495844,-35.74498985,False,True,False
25059017,EEEM TARGINO PEREIRA,2501005,-6.5278766,-35.7412436,False,False,False
25059106,EMEF EM BOA VISTA,2501005,-6.5504373,-35.8558452,True,False,True
25059122,EMEF JOANA MARIA DA CONCEICAO,2501005,-6.5565762,-35.7804212,False,True,True
25059130,EMPG NOSSA SENHORA DA LUZ,2501005,-6.503896569,-35.75745307,True,False,True
25059165,EMEF EM TIMBAUBA,2501005,-6.58599754,-35.71404936,False,False,True
25059181,EMEF MONSENHOR SEVERINO CAVALCANTE DE MIRANDA,2501005,-6.53458948,-35.74071551,True,True,True
25059289,EMEF ANTONIO PINHEIRO DE ASSIS,2501005,-6.5532954,-35.8248689,True,True,True
25059386,EMEF MARIZETE ARAUJO BEZERRA,2501005,-6.539150896,-35.74581983,True,True,True
25059408,EMEF RITA NUNES DA COSTA,2501005,-6.52957647,-35.74193131,True,True,True
25059432,EMEF JOSE FRANCISCO DE LIMA,2501005,-6.5439333,-35.778503,True,True,True
25059467,EMEF 31 DE MARCO,2501005,-6.54654409,-35.76209661,False,False,False
25059475,EMEF ANTONIO CANDIDO RIBEIRO,2501005,-6.54033,-35.81506833,False,False,True
25059491,EMEF ERNESTO MOREIRA,2501005,-6.5660255,-35.7889906,True,False,True
25059548,EMEF SANTOS DUMONT,2501005,-6.5871657,-35.743148,True,True,True
25059556,EMEF PROF JOAO MOREIRA SOARES,2501005,-6.5305523,-35.7398077,True,True,True
25059580,PRE ESC BRANCA DE NEVE,2501005,-6.530911667,-35.74180833,False,False,False
25105272,EMEF SAO LUIS,2501005,-6.498793499,-35.73201676,True,True,True
25110829,EMEF PREFEITA MARIA CELESTE TORRES DA SILVA,2501005,-6.550957938,-35.77524793,True,True,True
25112309,CRECHE FRANCISCO MARINHO DO NASCIMENTO,2501005,-6.58219,-35.74887167,True,True,True
25122193,CRECHE MARLIETE ALVES PESSOA,2501005,-6.5667293,-35.7848805,True,True,True
25123416,CENTRO EDUCACIONAL INTEGRADO,2501005,-6.5320028,-35.7383366,True,False,True
25125710,EMEF MANOEL FRANCISCO MARTINIANO,2501005,-6.5362815,-35.8522463,True,False,True
25064061,COLEGIO SANTA RITA,2501104,-6.97054286,-35.70458588,False,True,True
25064088,CRECHE PRE ESCOLAR CORINA BARRETO DE B LIRA,2501104,-6.96056926,-35.70247475,True,False,False
25064096,CRECHE EZILDA MILANEZ,2501104,-6.96855729,-35.69107664,True,True,False
25064126,EEEFM CARLOTA BARREIRA,2501104,-6.967069935,-35.70738805,True,True,True
25064134,ECIT MINISTRO JOSE AMERICO DE ALMEIDA,2501104,-6.968506426,-35.70008464,False,False,False
25064142,EEEFM ALVARO MACHADO,2501104,-6.970502953,-35.69865435,True,False,False
25064169,EEEF MONSENHOR JOAO COUTINHO,2501104,-6.9653023,-35.7029524,True,True,False
25064193,ESC MUL PEDRO HONORIO,2501104,-6.91477775,-35.78403605,True,False,False
25064266,COLEGIO INES SOARES,2501104,-6.96919057,-35.69971968,True,True,True
25064410,EMEF JOSE LINS SOBRINHO,2501104,-6.92680835,-35.64613485,True,False,False
25064428,ESC MUL JOSE RODRIGUES,2501104,-6.96296673,-35.70946379,True,True,True
25064444,EMEF JULIA VERONICA DOS SANTOS LEAL,2501104,-6.97155336,-35.69400485,False,True,False
25064541,EMEF NENEN SILVA,2501104,-6.95943967,-35.60333161,True,True,True
25114328,EMEF MADRE TRAUTLINDE,2501104,-6.97410166,-35.70932763,True,False,True
25118811,CRECHE E PRE ESCOLA DONA DINA,2501104,-6.9742664,-35.71020366,False,False,False
25120344,EMEF DR JOSE INACIO DE MIRANDA PEREIRA,2501104,-6.9263129,-35.62805574,False,False,True
25120891,SISTEMA EDUCACIONAL AREIENSE,2501104,-6.968283333,-35.70171833,False,False,False
25122860,ESCOLA INFANTIL TRACOS E LETRAS,2501104,-6.967473333,-35.70671833,True,False,True
25130544,IFPB - CAMPUS AVANCADO AREIA,2501104,-6.97188377,-35.69226988,True,True,False
25064118,EMEF VER NELSON CARNEIRO,2501104,-6.99271573,-35.77186882,True,True,False
25064460,EMEF MARIA EMILIA MARACAJA,2501104,-7.01608614,-35.76474429,True,True,True
25064762,CRECHE ANDRE RICARDO PERAZZO DA COSTA,2501104,-6.93291832,-35.71155505,True,False,False
